ID,Provider Name,Provider Address,Provider City,Provider State,PostalCode,Phone1_Type,Phone1_Number,Phone2_Type,Phone2_Number,FaxNumber,WebsiteUrl,USEFUL,FINDABLE,USABLE,TOTAL_SCORE,NOTES,Medicare,EmailAddress,ContactName,ContactBusinessTitle,HOUSING,COMMUNITY SUPPORT & HEALTH SERVICES,OUTDOOR SPACES AND BUILDINGS,RESPECT AND SOCIAL INCLUSION,TRANSPORT,CIVIC PARTICIPATION & EMPLOYMENT,COMMUNICATION & INFORMATION,SOCIAL PARTICIPATION,Elderly and Disabled,Assisted Living,Independent Living,Bridge to Independence,Traumatic Brain Injury / Spinal Cord Injury,Intellectual Disability / Developmental Disability,Private Pay: Credit,Private Pay: Cash,Other,Private Insurance,Medicaid,Private Pay: Check
332,Cohen Podiatry Clinic Gautier,7530 Highway 57,Gautier,MS,39553,Other,2288724900,Main,2288324475,(228) 872-0803,https://drcohenpodiatry.com,6,7,7,20,,1,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
333,Cohen Podiatry Clinic Gulfport,12056 Mobile Avenue,Gulfport,MS,39503,Other,2288324475,,,(228) 832-1512,https://drcohenpodiatry.com,6,7,7,20,,1,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
334,Cohen Podiatry Clinic Hattiesburg,905-B Hardy Street,Hattiesburg,MS,39401,Main,6015827673,,,(601) 545-2824,https://drcohenpodiatry.com,6,7,7,20,,1,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
335,Cohen Podiatry Clinic Laurel,136 South 15th Avenue,Laurel,MS,39440,Main,6016490783,,,(601) 649-6866,https://drcohenpodiatry.com,6,7,7,20,,1,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
336,Coldwater Pharmacy,421 Central Ave,Coldwater,MS,38618,Main,6626227441,,,(662) 846-6164,,5,6,7,18,,1,,Danielle,Pharmacy Technician,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
337,Coleman Speech and Language Services,1662 Debra Drive,Greenville,MS,38703,Main,6625377628,,,(662) 846-6164,https://www.coleman-slp.com,4,4,4,12,"no address on website, can't find on google.",0,,Evelyn Coleman,Speech Pathologist,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
338,College Villa Apartments,2726 Ladnier Road,Gautier,MS,39553,Main,2284972092,,,(662) 846-6164,,4,4,4,12,"low income, but not senior",0,,,,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0
339,Collins Adult Day Care,409 Fir Street,Collins,MS,39428,Main,6018375146,Other,6019518466,(601) 837-5039,,1,1,1,3,"number out of service, can't locate online",0,swilliams5210@yahoon.com,Sheila Williams,Director,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1
340,Collins Dialysis Unit,15 Covington Ridge Place,Collins,MS,39428,Main,6017652711,Main,6012888605,(601) 731-1234,www.hattiesburgclinic.com ,6,6,7,19,"link doesn't take you directly to collins dialysis, but site offers a huge number of medical services in alphabetical order and all locations. great site with great resources",1,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0
341,Collins Family Practice Clinic,704 S Fifth Street,Collins,MS,39428,Main,6017654414,,,(601) 765-9141,https://www.hattiesburgclinic.com/locations/family-medicine/collins/,6,7,7,20,same as below,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
342,Collins Family Practice Clinic - Health Clinic,704 Fifth Street,Collins,MS,39428,Main,6017654414,,,,https://www.hattiesburgclinic.com/locations/family-medicine/collins/,6,7,7,20,same as above,1,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
343,Colonial Chapel Funeral Home - Bay Springs,22 East 4th Street,Bay Springs,MS,39422,Main,6017642181,,,,www.colonialchapelbaysprings.com,5,7,7,19,,0,,Randy Graham,Manager,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1
344,Colonial Chapel Funeral Home - Laurel,4593 Indian Springs Road,Laurel,MS,39441,Main,6016493342,,,(601) 643-3343,www.colonialchapellaurel.com,5,7,7,19,,0,coloniallaurel@colonialtsl.com,Cliff Jenkins,Manager,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1
345,Colonial Medical Supplies,614 East Altamonte Drive, Altamonte Springs,FL,32701,Main,8007470246,,,(407) 849-6458,,1,1,1,3,,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
346,Columbia Dialysis Unit,1214 Highway 98 Bypass,Columbia,MS,39429,Main,8007470246,,,(601) 731-1234,https://www.hattiesburgclinic.com/locations/dialysis/columbia/,6,7,7,20,,1,,,,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,0
347,Columbia Family Clinic,502 Broad Street,Columbia,MS,39429,Main,6017368282,,,(601) 736-8333,https://www.hattiesburgclinic.com/locations/family-medicine/columbia/,6,7,7,20,,1,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
348,Columbia WIN Job Center,1111 Highway 98,Columbia,MS,39429,Main,6017362628,,,(601) 736-9113,https://mdes.ms.gov/win-job-centers/,5,7,7,19,senior employmeng program,0,tkennedy@mdes.ms.gov,Teresa Terrell,Manager,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
349,Columbus Brace and Limb,2321 5th Street,Columbus,MS,39705,Main,6623288084,,,(662) 846-6164,,1,1,1,3,seems its no longer in business,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
350,ComForCare Home Care,"2401 5th St North, Suite 1",Columbus,MS,39705,Main,6622447226,,,(662) 244-7228,http://columbusms.comforcare.com ,7,7,7,21,,1,,Columbus ,Jones,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0
351,Comfort Care Home Health,1220 Jefferson St,Laurel,MS,39441,Main,6014257521,,,,https://scrmc.com/services/home-health/,7,7,7,21,located in the South Cental Regional Medical Center,1,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
352,Comfort Care Senior Services,1408 Highway 90 Suite 2,Gautier,MS,39553,Main,2285220100,,,,,1,1,1,3,no longer in business,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
353,Comfort Keepers,1505 East Pass Road,Gulfport,MS,39507,Main,2285220100,,,(601) 206-1235,www.comfortkeepers.com ,7,7,7,21,,0,,Jennifer Gill,,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
354,Comfort Living Personal Care Home,4906 Old Highway 11,Hattiesburg,MS,39402,Main,6012680380,Contact Person,6012680226,,,1,1,1,3,"number not in service, can't locate online",1,,Oleta Maury,Resource Manager,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
355,Comfort Living Personal Care Services,"4906 Old Highway 11, Suite 7",Hattiesburg,MS,39402,Main,6012680380,Contact Person,6018105227,(601) 268-0226,,1,1,1,3,"number not in service, can't locate online",0,comfortlivingpersonalcare@yahoo.com,Demarcus A. Rideout,Director/Owner,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
356,Comfort Medical LLC,4385 Northwest  124th Avenue,Coral Springs,FL,33065,Main,8007004246,,,,,1,1,1,3,,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
357,Committed Care Personal Care Services,"750 Avignon Drive, Suite 4",Ridgeland,MS,39157,Main,8007004246,,,,www.committedcarepcs.com,7,7,7,21,,0,Committedcarepcs.com@gmail.com,,,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
358,Compere's Nursing Home,865 North St,Jackson,MS,39202,Main,6019486531,,,,https://trendltc.com/locations/comperes-nursing-home/,7,7,7,21,,0,CommonCareHomes@gmail.com,Jeremy Steele (Owner),,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0
359,Communicare ,100 East Frontage Road,Sardis ,MS,38666,Main,6624872746,,,(662) 487-2754,http://communicarems.org/,5,7,7,19,,0,,,,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
360,Communicare,152 Hwy 7 South,Oxford,MS,38655,Main,6622347521,,,,http://communicarems.org/,5,7,7,19,,0,,,,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
361,Community Adult Day  Care,114  South Edward Avenue,Mound Bayou,MS,38762,Main,6627192005,,,,,1,1,1,3,call 1: no answer. Goes to cell phone voicemail. cannot locate online,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
362,Community Care Plus,174 Cliff Mitchell Road,Picayune ,MS,39466,Main,6627192005,,,,,1,1,1,3,seems to be no longer in business,0,,,,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
363,Community Counseling Services*,302 North Jackson St.,Starkville,MS,39759,Main,6623239261,,,,,3,5,5,13,,0,,,,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
364,Community Development Incorporated,411 Oak St,Richton,MS,39476,Main,6017882599,Other,6017882950,(662) 720-9594,https://www.communitydevelopmentinc.net,7,7,7,21,,0,cditransit@gmail.com,,,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
365,Community Healthcare Connection,1305 Country Club Road,Hattiesburg,MS,39401,Main,6015990006,,,,,1,1,1,3,number not in service,0,,,,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
366,Community Healthcare Connections,1305 Country Club Road,Hattiesburg,MS,39401,Main,6015990006,,,,www.communithhealthonline.com,1,1,1,3,link doesn't work,0,,,,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0
367,Grace Community Hospice Care,204 East Avenue South,Hollandale,MS,38748,Main,6628272765,,,,http://www.gracehospicems.com,7,7,7,21,LOTS of MS locations,0,,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
368,Community Medical Adult Clinic - Leakesville,401 McInnis Avenue,Leakesville,MS,39451,Main,6013945714,,,,,1,1,1,3,no longer around,1,,,,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0
369,Community Medical Center,92 Ratcliff Street ,Lucedale,MS,39452,Main,6019478181,,,,https://georgeregional.com/locations/community-medical-center/,1,1,1,3,"same as health clinic below, but health clinic is more accurate",0,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
370,Community Medical Center - Health Clinic,93 Ratcliff Street ,"Lucedale, MS",MS,39452,Main,6019476000,,,,https://georgeregional.com/locations/community-medical-center/,6,7,7,20,,1,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0
371,Community Medical Supply,410 South Gloster Street,Tupelo,MS,38801,Main,6622692973,,,,https://www.mycommunityhme.com,7,7,7,21,,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
372,Community Services for Vision Rehabilitation ,600 Bel Air Boulevard,Mobile,AL,36606,Main,2514764741,Main,2514764744,(407) 849-6458,https://csvrlowvision.org/ ,2,4,3,9,,0,www.burnhamdrugs@aol.com,Montgomery Stephanie L OD,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
373,Companion Choice,1664 Oktoc RoAD,Starkville,MS,39759,Main,6623245387,,,,,1,1,1,3,no longer around,0,,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
374,Compass Imaging,14245 Dedeaux Road,Gulfport,MS,39503,Main,6623245387,,,,www.compassrad.com ,6,7,7,20,,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
375,Compassionate Cares,321 Jackson Street,Hazlehurst,MS,39083,Main,6015000027,,,(601)894-6577,https://www.facebook.com/p/Compassionate-Cares-100063787324010/,7,7,7,21,in-home non-medical services to seniors and disabled individuals,0,www.burnhamdrugs@aol.com,,,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
376,Compassionate Companions,2073 Old Highway 61 North,Tunica,MS,38676,Main,6623577602,,,,,1,1,1,3,number not in service. cannot locate online,0,,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
377,Compassionate Hearts Adult Center,6138 Highway 48 East,Magnolia,MS,39652,Main,6017836411,,,(601)783-6470,,7,6,6,19,,0,chac@compassionateheartsadultcenter.com,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1
378,Compassionate Homemaker and Respite,306 McCullough McLin Rd Ste A,Florence,MS,39073,Main,6018456651,,,(601) 845-0230,https://www.facebook.com/CHRC1108/,7,7,7,21,serves seniors on medicaid and veterans,0,,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
379,Complete Care Group,122 North Main Street,Amory,MS,38821,Main,6622567157,,,,,1,1,1,3,not findable or reachable,0,,,,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
380,Complete Health Care Services,"513  West Park Ave, Suite 31",Greenwood,MS,38930,Main,6624532769,After Hours,6622993412,,,7,6,7,20,personal care and respite. no website but answered on first call,0,,,,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
381,Hometown Healthcare DME,709 South Adams Street,Fulton,MS,38843,Main,6628627828,,,,,7,6,7,20,durable medical equipment. changed name--updated. ,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
382,Comprehensive Decubitus Therapy,Advanced Tissue,Little Rock,AR,72223,Main,8662179900,,,,www.advtis.com,1,1,1,3,web link doesn't work; not a local address,0,www.burnhamdrugs@aol.com,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
383,Comprehensive Staffing Service,7155 Kerr Avenue,Olive Branch,MS,38654,Main,6628906939,,,,,1,1,1,3,,0,,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
384,Continue Care Home Health ,401 Bailey Dr.,Hollandale,MS,38748,Main,6628272226,Toll Free Hotline,8888652903,,www.continuecare.com ,1,1,1,3,no longer in business,0,,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
385,Adoration Home Health,44 S Fourth Street,Rolling Fork,MS,39159,Main,6628732428,,,,www.adorationhealth.com,7,7,7,21,Many more MS locations,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
386,Adoration Home Health,702 US-82 W,Greenwood,MS,38930,Main,6624559554,,,,www.adorationhealth.com,7,7,7,21,Many more MS locations,0,,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
387,Adoration Home Health,115 S Martin Luther King Jr Drive,Indianola,MS,38751,Main,6628871202,,,,www.adorationhealth.com,7,7,7,21,Many more MS locations,0,,,,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
388,Adoration Home Health,1707 S Colorado Street,Greenville,MS,38701,Main,6623324373,,,,www.adorationhealth.com,7,7,7,21,Many more MS locations,0,,,,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
389,Continue Care Support Services,107 West Jackson St,Belzoni,MS,39038,Main,6622473040,,,,,1,1,1,3,no longer in business,0,,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
390,Cook Medical Supply,162 Highway 13 South,Morton,MS,39117,Main,6017326334,,,,https://cookmedicalsupply.com,7,7,7,21,,1,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
391,Cook Medical Supply*,162 Highway 13 South,Morton,MS,39117,Main,6017326334,,,,https://cookmedicalsupply.com,7,7,7,21,,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1
392,Cooper Family Medical Center,4305 Denny Avenue,Pascagoula,MS,39581,Main,2287628291,Other,2287622044,(228) 762-2064,https://cooperfamilymedms.com,6,7,7,20,,1,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
393,Copiah-Lincoln Community College,1028 JC Redd Drive,Wesson,MS,39191,Main,6016435101,Contact Person,6016438673,(601) 643-8672,https://www.colin.edu/community/senior-employment/ ,5,6,7,18,senior community service employment program offers job training,0,anna.rogers@colin.edu,Anna Rogers,Senior Community Service Employment Program,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
394,Copiah Medical Equipment,148-B West Green Street,Hazlehurst,MS,39083,Main,6018943355,,,,,1,1,1,3,Permanently Closed,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
395,Coram Healthcare/Specialty Infusion Services,1680 Century Center Parkway,Memphis,TN,38134,Main,9013863738,,,,www.coramhc.com ,1,1,1,3,,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
396,Corner Drug Store of Magnolia*,101 West Railroad Avenue,Magnolia,MS,39652,Main,6017832321,,,,,6,6,7,19,,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
397,Cottonwood Manor,3147 Old Amy Road,Laurel ,MS,39443,Main,6014250095,,,,https://cottonwoodmanorassistedliving.com,7,7,7,21,,0,,,,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
398,County Discount Drugs,820 Hall Street,Wiggins,MS,39577,Main,6019284482,,,,,5,6,7,18,,1,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
399,Covenant Health & Rehab of Picayune,1620 Read Road,Picayune,MS,39466,Main,6017981811,Other,6015900340,,www.covenantdove.com ,4,3,3,10,link to a blog...,1,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1
400,Covington County,1859 Highway 532,Mount Olive,MS,39119,Main,6017979900,,,,,1,1,1,3,,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
401,Covington County/Collins,604 Selma Road,Collins,MS,39428,Main,6017659147,,,,,1,1,1,3,,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
402,Covington County Hospital,701 South Holly Street ,Collins,MS,39428,Main,6017656711,,, (601) 698-0180,www.covingtoncountyhospital.com ,7,7,7,21,,1,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
403,Covington County Medical Supply,205 Main Street,Collins,MS,39428,Main,6017653277,Toll Free Hotline,8667653277, (601) 765-3270,www.jonescountymedical.com ,7,7,7,21,,1,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
404,Creative Minds Academy,278 Sunflower Avenue,Clarksdale,MS,38641,,,,,,creativemindsacademy.xyz ,4,3,4,11,"no phone number, web link doesn't work",1,casandra@creativemindsacademy.xyz,Casandra Banks,Executive Director,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1
405,Athletico Physical Therapy,206B Oxford Road,New Albany,MS,38652,Main,6625344445,,,,https://www.athletico.com/locations/new-albany-ms/?utm_source=google-newalbanyms&utm_medium=web&utm_campaign=google-listings,6,7,7,20,Athletico Phys Therapy bought Crossroads Medical Services,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
406,Crossroads Medical Supply,203 Alcorn Drive,Corinth,MS,38834,Main,6622868222,,,,,1,1,1,3,number not in service,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
407,Pascagoula Hospital ,2809 Denny Avenue,Pascagoula,MS,39581,Main,2288095000,,,,https://singingriverhealthsystem.com/locations/singing-river-hospital/,7,7,7,21,,1,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
408,D'Iberville Senior Center,10450 Lamey Bridge Road,D'lberville,MS,39540,Main,2283929988,,,(228) 392-8162,,7,6,7,20,,0,,Greg Bankston,,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
409,Daisy In Home Services,5016 1st Street,Meridian,MS,39307,Main,6014855417,,,,,1,1,1,3,number not in service and not findable online,1,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
410,D and B Discount Drugs Incorporated,4581 Highway 80,Morton,MS,39117,Main,6017328366,,,,,,,,0,,1,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
411,Davita Dialysis/Lucedale,652 Manila Street,Lucedale,MS,39452,Main,6017328366,,,(601) 947-8980,www.davita.com ,6,7,7,20,,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
412,Davita Dialysis/Ocean Springs,13150 Ponce De Leon Drive,Ocean Springs,MS,39564,Main,6017328366,,,(228) 818-6468,www.davita.com,6,7,7,20,,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
413,Davita Dialysis/Singing River,4907 Telephone Road,Pascagoula,MS,39567,Main,2287620701,Toll Free Hotline,8665446741,(228) 696-2955,www.davita.com,6,7,7,20,,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
414,Davita Dialysis Clinic,312 Ellis Street,Carthage,MS,39051,Main,6012676856,,,,www.davita.com,6,7,7,20,,1,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
415,Deaconess Home Care,128 South 11th Avenue,Laurel,MS,39440,Main,6012676856,,,(601) 425-1967,https://lhcgroup.com/locations/deaconess-homecare-of-laurel/,7,7,7,21,,1,,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
416,Deaconess Home Care/Biloxi,993-A Tommy Munro Drive,Biloxi,MS,39532,Main,2283887707,,,(228) 388-7609,https://lhcgroup.com/locations/deaconess-homecare-of-biloxi/?utm_source=GMB&utm_campaign=Google_Local_Listing&utm_medium=referral&utm_content=Deaconess_HomeCare_of_Biloxi_Biloxi_MS_39532,7,7,7,21,,1,info@custom-healthcare.com,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
417,Deaconess Home Care/Columbia,"418 Sumrall Road, Suite 6",Columbia,MS,39429,Main,2283887707,,,(601) 736-8227,https://lhcgroup.com/locations/deaconess-homecare-of-columbia/?utm_source=GMB&utm_campaign=Google_Local_Listing&utm_medium=referral&utm_content=Deaconess_HomeCare_of_Columbia_Columbia_MS_39429,7,7,7,21,,1,info@custom-healthcare.com,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
418,Deaconess Home Care/Gulfport,"15487 Oak Lane, Suite 200A",Gulfport,MS,39503,Main,2285393636,Toll Free Hotline,8009337644,(228) 539-3658,https://lhcgroup.com/locations/deaconess-homecare-of-gulfport/,7,7,7,21,,1,info@custom-healthcare.com,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
419,Deaconess Home Care/Hattiesburg,108 Lundy Lane,Hattiesburg,MS,39401,Main,6012681842,Other,6012614012,(601) 425-1967,,1,1,1,3,No longer open at this location,1,info@custom-healthcare.com,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
420,Deaconess Home Care/Laurel,2418 Sandy Lane,Laurel,MS,39443,Main,6016492231,,,(601) 425-1967,,1,1,1,3,No longer open at this location,1,info@custom-healthcare.com,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
421,Deaconess Home Care/Lucedale,52 Plaza Drive,Lucedale,MS,39452,Main,6016492231,,,,https://lhcgroup.com/locations/deaconess-homecare-of-lucedale/?utm_source=GMB&utm_campaign=Google_Local_Listing&utm_medium=referral&utm_content=Deaconess_HomeCare_Savannah_TN_38372,7,7,7,21,,1,info@custom-healthcare.com,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
422,Deaconess Homecare/Magee,610 3rd Street Southwest,Magee,MS,39111,Main,6018494011,,,601-849-5884,,1,1,1,3,No longer open at this location,0,,"Beth Hollingsworth, RN",Branch Director,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
423,Deaconess Home Care/Meridian,1205 22nd Avenue,Meridian,MS,39301,Main,6015815066,,,(601) 581-5074,https://lhcgroup.com/locations/deaconess-homecare-of-meridian/?utm_source=GMB&utm_campaign=Google_Local_Listing&utm_medium=referral&utm_content=Deaconess_Home_Care_Meridian_MS_39301-4010,7,7,7,21,,1,info@custom-healthcare.com,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
424,Deaconess Home Care/Vancleave,6300 East Lake Boulevard,Vancleave,MS,39567,Main,2287691683,,,,https://lhcgroup.com/locations/deaconess-homecare-of-vancleave/?utm_source=GMB&utm_campaign=Google_Local_Listing&utm_medium=referral&utm_content=Deaconess_HomeCare_Vancleave_MS_39565-6771,7,7,7,21,,1,info@custom-healthcare.com,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
425,Deaconess Home Care/Picayune,2003 Wildwood Road,Picayune,MS,39466,Main,6015815066,,,,www.deaconesshomecare.com,7,6,6,19,link doesn't work. site listed in Google is: https://lhcgroup.com/locations/deaconess-homecare-of-meridian/?utm_source=GMB&utm_campaign=Google_Local_Listing&utm_medium=referral&utm_content=Deaconess_Home_Care_Meridian_MS_39301-4019,1,info@custom-healthcare.com,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
426,Deaconess Home Care/Waynesboro,903 Shady Pine Street,Waynesboro,MS,39367,Main,6015815066,,,,www.deaconesshomecare.com,7,6,6,19,link doesn't work. site listed in Google is: https://lhcgroup.com/locations/deaconess-homecare-of-meridian/?utm_source=GMB&utm_campaign=Google_Local_Listing&utm_medium=referral&utm_content=Deaconess_Home_Care_Meridian_MS_39301-4020,1,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
427,Decatur Medical Clinic*,14884 Highway 15,Decatur,MS,39327,Main,6016352258,,,(601) 635-2259,http://www.rushhealthsystems.org/ ,6,6,6,18,link doesn't take you directly to this specidic clinic site. ,1,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
428,Dekalb Nutrition Site*,National Guard Armory,Dekalb,MS,39320,Main,6017435214,,,(601) 635-2259,,,,,0,,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
429,Delta Community Home Health,395 West Reed Rd,Greenville,MS,38701,Main,6623353995,Toll Free Hotline,8444623513,,,,,,0,,0,,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
430,Delta Manor,701 US- Highway 322 West,Clarksdale,MS,38614,Main,6626272212,,,,,,,,0,,0,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
431,Delta Medical Equipment Incorporated,1602 Felicia Drive,Tallulah,LA,71282,Main,3185742430,,,,,,,,0,,0,info@custom-healthcare.com,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
432,Delta Regional Medical Center Home Health & Hospice,300 South Washington Ave,Greenville,MS,38701,Main,6627251200,,,,www.deltaregional.com,7,7,7,21,,0,,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
433,Delta Valley Adult Day Care,117 West Jackson Street,Belzoni,MS,39038,Main,6622472757,,,(662) 247-2758,,,,,0,,0,,Viola McCaskill,,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
